測定局コード,測定局名称,住所,局種別,地域コード,都道府県コード,市区町村名,SO2測定有無,NO測定有無,NO2測定有無,NOX測定有無,CO測定有無,OX測定有無,NMHC測定有無,CH4測定有無,THC測定有無,SPM測定有無,PM2.5測定有無,SP測定有無,WD測定有無,WS測定有無,TEMP測定有無,HUM測定有無,問い合わせ先
23111010,惟信高校,名古屋市港区惟信町２－２６２,一般局,4,23,名古屋市港区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市
23111021,港陽,名古屋市港区港陽１－１－６５,自排局,4,23,名古屋市港区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市
23112020,白水小学校,名古屋市南区松下町２－１,一般局,4,23,名古屋市南区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市
23112060,千竃,名古屋市南区汐田町１３０４,自排局,4,23,名古屋市南区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市
23112510,元塩公園,名古屋市南区元塩町２,自排局,4,23,名古屋市南区,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,名古屋市
23113010,守山保健センター,名古屋市守山区小幡１－３－１,一般局,4,23,名古屋市守山区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市
23114010,大高北小学校,名古屋市緑区大高町字町屋川１,一般局,4,23,名古屋市緑区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市
23116010,天白保健センター,名古屋市天白区島田２－２０１,一般局,4,23,名古屋市天白区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,名古屋市
23201030,大崎,豊橋市大崎町字柿ノ木１６,一般局,4,23,豊橋市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,豊橋市
23201040,石巻,豊橋市石巻町字西浦１６,一般局,4,23,豊橋市,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,豊橋市
23201060,野依,豊橋市野依町字諏訪149-1,一般局,4,23,豊橋市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,豊橋市
23201170,二川,豊橋市大岩町字東郷内１１１－１,一般局,4,23,豊橋市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,豊橋市
23201540,今橋,豊橋市今橋町１,自排局,4,23,豊橋市,◯,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,×,×,豊橋市
23202030,東部樫山,岡崎市樫山町字山ノ神21-31,一般局,4,23,岡崎市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,岡崎市
23202040,南部庄司田,岡崎市庄司田１丁目１７,一般局,4,23,岡崎市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,岡崎市
23202510,大平,岡崎市大平町二の沢６７,自排局,4,23,岡崎市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,岡崎市
23202550,矢作,岡崎市矢作町字馬乗１１０－１,自排局,4,23,岡崎市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,岡崎市
23202560,鴨田,岡崎市鴨田町字広元３０６,自排局,4,23,岡崎市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,岡崎市
23203010,一宮市松降通,一宮市松降通７－２７－５,一般局,4,23,一宮市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,一宮市
23203510,一宮市平島,一宮市平島２－１－１２,自排局,4,23,一宮市,×,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,×,×,一宮市
23204510,瀬戸市陶原町,瀬戸市陶原町５－６０,自排局,4,23,瀬戸市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,愛知県
23205050,半田市東洋町,半田市東洋町１－３－６,一般局,4,23,半田市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,愛知県
23206270,春日井市朝宮公園,春日井市朝宮町４丁目１－２,一般局,4,23,春日井市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,〇,◯,愛知県
23206530,春日井市勝川小学校,春日井市若草通2丁目１－１,自排局,4,23,春日井市,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,愛知県
23207010,豊川市役所,豊川市金屋西町３－１１,一般局,4,23,豊川市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,愛知県
23207510,豊川市桜町,豊川市桜町１丁目３－１０９,自排局,4,23,豊川市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,◯,◯,×,×,愛知県
23208530,津島市埋田町,津島市埋田町２－１２３－１,一般局,4,23,津島市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
23209080,碧南市川口町,碧南市川口町１－１６９,一般局,4,23,碧南市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県
23209510,碧南市文化会館,碧南市源氏神明町１,自排局,4,23,碧南市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県
23210040,刈谷市寿町,刈谷市寿町1-409,一般局,4,23,刈谷市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,愛知県
23211020,南部局(竹元町),豊田市竹元町南細畔３,一般局,4,23,豊田市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,豊田市
23211040,中部局(三軒町),豊田市三軒町６－２３－５,一般局,4,23,豊田市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,豊田市
23211050,北部局(加納町),豊田市加納町西股７５,一般局,4,23,豊田市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,豊田市
23211060,東部局(宝来町),豊田市宝来町４－７５８－１０,一般局,4,23,豊田市,◯,×,×,×,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,豊田市
23211530,新田局（花園町）,豊田市花園町新田42-7,自排局,4,23,豊田市,◯,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,×,×,豊田市
23212030,安城農林高校,安城市池浦町茶筅木１,一般局,4,23,安城市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,愛知県
23213010,愛厚ホーム西尾苑,西尾市八ツ面町蔵屋敷９９,一般局,4,23,西尾市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,愛知県
23214010,蒲郡市御幸町,蒲郡市御幸町３３５０－１,一般局,4,23,蒲郡市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
23215010,犬山消防署,犬山市大字五郎丸字下前田１,一般局,4,23,犬山市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
23216110,常滑浄化センター,常滑市新開町６－３－２,一般局,4,23,常滑市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
23217010,江南市古知野町,江南市古知野町花霞７４,一般局,4,23,江南市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県
23218010,一宮市小信中島,一宮市小信中島字川南１２－３,一般局,4,23,一宮市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,一宮市
23219010,小牧高校,小牧市小牧１丁目３２１,一般局,4,23,小牧市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県
23220510,稲沢市役所,稲沢市稲府町1,自排局,4,23,稲沢市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,愛知県
23221010,新城消防署,新城市平井字新栄８３,一般局,4,23,新城市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
23222010,東海市名和町,東海市名和町南之山１０－１３,一般局,4,23,東海市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
23222020,東海市横須賀小学校,東海市高横須賀町大塚３６,一般局,4,23,東海市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
23223010,大府小学校,大府市桃山町５－４４,一般局,4,23,大府市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,愛知県
23224030,知多市新舞子保育園,知多市大草字北ノ田８１,一般局,4,23,知多市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,〇,◯,愛知県
23225040,知立市役所,知立市広見３－１,一般局,4,23,知立市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県
23226010,尾張旭市東大道町,尾張旭市東大道町山の内２４１９－５,一般局,4,23,尾張旭市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
23227010,高浜小学校,高浜市青木町６－１－１５,一般局,4,23,高浜市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
23228010,岩倉市中本町,岩倉市中本町字出口白山１－４,一般局,4,23,岩倉市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県
23229010,豊明中学校,豊明市西川町横井４－１５,一般局,4,23,豊明市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県
23230510,日進市上納池スポーツ公園,日進市浅田町西田面47-1,自排局,4,23,日進市,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,◯,◯,×,×,愛知県
23233510,清須市阿原,清須市阿原九丁田１９２－１,自排局,4,23,清須市阿原,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県
23302010,東郷町春木,愛知郡東郷町春木字申下１３３５－１,一般局,4,23,愛知郡東郷町,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
23303020,日進市五色園,日進市五色園２－２７１６,一般局,4,23,日進市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県
23304010,長久手中学校,長久手市岩作権代30-3,一般局,4,23,長久手市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
23342010,豊山町豊場,西春日井郡豊山町大字豊場字城屋敷１１７,一般局,4,23,西春日井郡豊山町,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県
23342510,豊山町栄児童遊園,西春日井郡豊山町大字豊場字栄８０,自排局,4,23,西春日井郡豊山町,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,◯,◯,×,×,愛知県
23381010,一宮市木曽川町,一宮市木曽川町黒田字北宿二ノ切２４７－１,一般局,4,23,一宮市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,一宮市
23421010,あま市伊福小学校,あま市七宝町伊福河原２８,一般局,4,23,あま市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県
23422510,あま市稲荷公園,あま市篠田稲荷７６,自排局,4,23,あま市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,愛知県
23425510,蟹江町八幡,海部郡蟹江町八幡２丁目13,自排局,4,23,海部郡蟹江町,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,◯,◯,×,×,愛知県
23427510,国設飛島自動車交通環境測定所,海部郡飛島村飛島新田字竹之郷５,自排局,4,23,海部郡飛島村,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省
23428010,弥富市役所,弥富市前ヶ須町南本田３７９－１と３７９－３,一般局,4,23,弥富市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県
23441010,阿久比中学校,知多郡阿久比町大字卯坂字半田ヶ峰１,一般局,4,23,知多郡阿久比町,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県
23442010,東浦町役場,知多郡東浦町大字緒川字政所２０,一般局,4,23,知多郡東浦町,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,愛知県
23446020,美浜町奥田,知多郡美浜町大字奥田字儀路６７－１,一般局,4,23,知多郡美浜町,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
23447010,武豊町役場,知多郡武豊町字長尾山１９,一般局,4,23,知多郡武豊町,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県
23481010,西尾市役所一色支所,西尾市一色町前野新田３４番地,一般局,4,23,西尾市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県
23501010,幸田小学校,額田郡幸田町大字大草字三ツ石１８,一般局,4,23,額田郡幸田町,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県
23604010,豊川市御津南部小学校,豊川市御津町御馬加美15,一般局,4,23,豊川市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,愛知県
23621071,田原市童浦小学校,田原市浦町西側85-1,一般局,4,23,田原市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,愛知県
23623020,田原市古田町,田原市古田町岡ノ越6-4,一般局,4,23,田原市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,愛知県
24201020,林業研究所,津市白山町二本木3769-1,一般局,4,24,津市,×,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,三重県
24201030,津河辺配水場,津市河辺町字長2210-5,一般局,4,24,津市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,三重県
24202010,磯津,四日市市磯津町旧海岸堤塘敷,一般局,4,24,四日市市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,四日市市
24202030,三浜,四日市市海山道町１－１５３２－１,一般局,4,24,四日市市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,四日市市
24202050,北星高校,四日市市大字茂福字横座６６８－１,一般局,4,24,四日市市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,四日市市
24202060,四日市商業高校,四日市市尾平町字永代寺,一般局,4,24,四日市市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,四日市市
24202360,南,四日市市小古曽町字西谷,一般局,4,24,四日市市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,四日市市
24202370,西朝明中学校,四日市市北山町１１６９,一般局,4,24,四日市市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,四日市市
24202510,納屋,四日市市蔵町４－１７,自排局,4,24,四日市市,◯,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,四日市市
24202520,東名阪,四日市市菅原町南川原６８－１,自排局,4,24,四日市市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,三重県
24202530,北消防署,四日市市富田二丁目４－１５,自排局,4,24,四日市市,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,四日市市
24202540,伊坂,四日市市伊坂町字上ノ山,自排局,4,24,四日市市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,三重県
24203010,伊勢厚生中学校,伊勢市一之木5-5-3,一般局,4,24,伊勢市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,三重県
24204010,松阪第五小学校,松阪市久保町２７６,一般局,4,24,松阪市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,三重県
24204510,国道２３号松阪三雲,松阪市中道町３４５,自排局,4,24,松阪市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,三重県
24205010,桑名上野,桑名市桑名市大字上野字笠松,一般局,4,24,桑名市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,三重県
24205510,国道258号桑名,桑名市繁松新田字宮之割42番地の1,自排局,4,24,桑名市,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,三重県
24206020,伊賀緑ヶ丘中学校,伊賀市緑ヶ丘本町４１５３,一般局,4,24,伊賀市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,三重県
24206030,伊賀柘植,伊賀市下柘植725,一般局,4,24,伊賀市,×,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,三重県
24207020,鈴鹿算所保育所,鈴鹿市算所５丁目１７－１,一般局,4,24,鈴鹿市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,三重県
24207510,国道23号鈴鹿,鈴鹿市白子駅前6-33,自排局,4,24,鈴鹿市,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,三重県
24208010,名張小学校,名張市丸の内５５,一般局,4,24,名張市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,三重県
24209210,尾鷲旧県職員公舎,尾鷲市宮ノ上町７－３４,一般局,4,24,尾鷲市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,三重県
24210010,亀山みなみ保育所,亀山市天神３－２－２３,一般局,4,24,亀山市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,三重県
24210510,国道25号亀山,亀山市太岡寺町1310,自排局,4,24,亀山市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,◯,◯,×,×,三重県
24211010,鳥羽高校,鳥羽市鳥羽市安楽島町1459,一般局,4,24,鳥羽市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,三重県
24212010,熊野木本中学校,熊野市井戸町４８７７－１,一般局,4,24,熊野市,×,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,三重県
24213010,津立成小学校,津市久居野村町５６０,一般局,4,24,津市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,三重県
24215010,鵜方,志摩市阿児町鵜方３１５３－１,一般局,4,24,志摩市,×,×,×,×,×,◯,×,×,×,◯,◯,×,×,×,×,×,三重県
24323010,大安中学校,いなべ市石槫東2977,一般局,4,24,いなべ市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,三重県
24341810,御在所,三重郡菰野町大字菰野字御在所岳一の谷８５０３－１,,4,24,三重郡菰野町,×,×,×,×,×,×,×,×,×,×,×,×,◯,◯,×,×,三重県
24342010,楠,四日市市北五味塚２０６０,一般局,4,24,四日市市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,四日市市
24344020,川越南小学校,三重郡川越町大字高松２５８,一般局,4,24,三重郡川越町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,三重県
24442010,明星小学校,多気郡明和町明星1553,一般局,4,24,多気郡明和町,×,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,三重県
25201060,下阪本,大津市下阪本４－１５－１２,一般局,6,25,大津市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,大津市
25201070,藤尾,大津市稲葉台２８番地先,一般局,6,25,大津市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,大津市
25201080,堅田,大津市本堅田３－２５－２６,一般局,6,25,大津市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大津市
25201090,膳所,大津市由美浜１－１,一般局,6,25,大津市,×,×,×,×,×,◯,×,×,×,×,×,×,×,×,×,×,大津市
25201510,逢坂,大津市音羽台６ー１,自排局,6,25,大津市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,大津市
25201540,石山,大津市石山寺３－１１－２０,自排局,6,25,大津市,×,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,×,×,×,×,大津市
25201570,上田上,大津市上田上牧町字恋ノ山７６０－２,自排局,6,25,大津市,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,大津市
25202090,彦根,彦根市西今町800,一般局,6,25,彦根市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,滋賀県
25203030,長浜,長浜市分木町８－５,一般局,6,25,長浜市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,滋賀県
25204050,八幡,近江八幡市中村町２５,一般局,6,25,近江八幡市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,滋賀県
25205030,東近江,東近江市春日町１－１５,一般局,6,25,東近江市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,滋賀県
25206030,草津,草津市草津町１８３９,一般局,6,25,草津市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,滋賀県
25206510,自排草津,草津市草津３丁目１４－７５,自排局,6,25,草津市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,滋賀県
25207010,守山,守山市守山五丁目１３０－５,一般局,6,25,守山市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,滋賀県
25209010,甲賀,甲賀市水口町水口６２００,一般局,6,25,甲賀市,×,◯,◯,◯,×,◯,×,×,×,×,◯,×,×,×,×,×,滋賀県
25212010,高島,高島市今津町南新保地先,一般局,6,25,高島市今津町,×,×,×,×,×,◯,◯,◯,◯,×,◯,×,×,×,×,×,滋賀県
26101010,北,京都市北区紫野花ノ坊町２３,一般局,6,26,京都市北区,×,◯,◯,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,京都市
26102510,自排上京,京都市上京区烏丸通り上立売上ル相国寺門前町６４７の２,自排局,6,26,京都市上京区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,京都市
26103010,左京,京都市左京区松ヶ崎堂ノ上町７番地の２,一般局,6,26,京都市左京区,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,京都市
26104010,京都市役所,京都市中京区寺町通り御池上ル上本能寺前町４８８,一般局,6,26,京都市中京区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都市
26104060,壬生,京都市中京区壬生東高田町１－２１,一般局,6,26,京都市中京区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都市
26104510,自排大宮,京都市中京区錦大宮町１１７,自排局,6,26,京都市中京区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,京都市
26104520,自排西ノ京,京都市中京区西ノ京中保町１の４,自排局,6,26,京都市中京区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,京都市
26107510,自排南,京都市南区西九条南田町１の３,自排局,6,26,京都市南区,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,京都市
26109010,伏見,京都市伏見区村上町３９５,一般局,6,26,京都市伏見区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,京都市
26109020,久我,京都市伏見区久我東町６０の２,一般局,6,26,京都市伏見区,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,京都市
26109030,醍醐,京都市伏見区醍醐鍵尾町１７,一般局,6,26,京都市伏見区,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,京都市
26110010,山科,京都市山科区御陵四丁野町１,一般局,6,26,京都市山科区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都市
26110510,自排山科,京都市山科区椥辻池尻町１４の２,自排局,6,26,京都市山科区,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,京都市
26111010,西京,京都市西京区樫原三宅町２４,一般局,6,26,京都市西京区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都市
26201040,福知山,福知山市岡ノ町１７５－３,一般局,6,26,福知山市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府
26202030,東舞鶴,舞鶴市溝尻１２００番地,一般局,6,26,舞鶴市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府
26203010,綾部,綾部市宮代町土代３６,一般局,6,26,綾部市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府
26204010,宇治,宇治市宇治若森７番地の６,一般局,6,26,宇治市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府
26205020,宮津,宮津市吉原２５８６番地の２,一般局,6,26,宮津市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府
26206010,亀岡,亀岡市余部町五反田２７－１,一般局,6,26,亀岡市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府
26207030,城陽,城陽市寺田宮ノ平１番地,一般局,6,26,城陽市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府
26208020,向陽,向日市森本町天神森４番地の８,一般局,6,26,向日市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,京都府
26210510,国道１号,八幡市戸津堂田地内,自排局,6,26,八幡市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府
26212010,京丹後,京丹後市峰山町丹波８５５,一般局,6,26,京丹後市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府
26213010,南丹,南丹市園部町黒田１－４,一般局,6,26,南丹市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府
26303020,大山崎,乙訓郡大山崎町円明寺松田１５番地,一般局,6,26,乙訓郡大山崎町,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,京都府
26303510,国道１７１号,乙訓郡大山崎町小字茶屋地先,自排局,6,26,乙訓郡大山崎町,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,京都府
26322020,久御山,久世郡久御山町坊ノ池高河原５番地,一般局,6,26,久世郡久御山町,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,京都府
26342020,田辺,京田辺市田辺明田１番地,一般局,6,26,京田辺市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,京都府
26343010,井手,綴喜郡井手町井手野神３８番地,一般局,6,26,綴喜郡井手町,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,京都府
26362020,木津,木津川市木津上戸１８番地,一般局,6,26,木津川市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,京都府
26366030,精華,相楽郡精華町光台1丁目7,一般局,6,26,相楽郡精華町,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,京都府
26367010,南山城,相楽郡南山城村北大河原中谷１２－５２,一般局,6,26,相楽郡南山城村,×,×,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,京都府
27101510,梅田新道,大阪市北区西天満２－７－９,自排局,6,27,大阪市北区,×,◯,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,大阪市
27103510,海老江西小学校,大阪市福島区海老江８－１－１０,自排局,6,27,大阪市福島区,×,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,×,大阪市
27104010,此花区役所,大阪市此花区春日出北１－８－４,一般局,6,27,大阪市此花区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,大阪市
